segment,duration,loudness_max,pitches,pitch1,pitch2,pitch3,pitch4,pitch5,pitch6,pitch7,pitch8,pitch9,pitch10,pitch11,pitch12
559,0.18608,-3.491,"[0.196, 0.21, 0.232, 0.062, 0.232, 1.0, 0.311, 0.233, 0.157, 0.157, 0.077, 0.123]",0.196,0.21,0.232,0.062,0.232,1.0,0.311,0.233,0.157,0.157,0.077,0.123
560,0.18018,-1.103,"[0.275, 1.0, 0.907, 0.113, 0.153, 0.238, 0.108, 0.234, 0.356, 0.293, 0.187, 0.16]",0.275,1.0,0.907,0.113,0.153,0.238,0.108,0.234,0.356,0.293,0.187,0.16
561,0.19723,-3.478,"[1.0, 0.569, 0.336, 0.138, 0.181, 0.233, 0.143, 0.377, 0.246, 0.143, 0.464, 0.533]",1.0,0.569,0.336,0.138,0.181,0.233,0.143,0.377,0.246,0.143,0.464,0.533
562,0.17465,-2.794,"[1.0, 0.897, 0.432, 0.182, 0.24, 0.49, 0.655, 0.774, 0.601, 0.572, 0.184, 0.129]",1.0,0.897,0.432,0.182,0.24,0.49,0.655,0.774,0.601,0.572,0.184,0.129
563,0.20245,-2.386,"[0.209, 0.282, 0.895, 0.521, 0.292, 0.597, 0.728, 1.0, 0.709, 0.283, 0.244, 0.795]",0.209,0.282,0.895,0.521,0.292,0.597,0.728,1.0,0.709,0.283,0.244,0.795
564,0.19741,-1.892,"[0.336, 0.251, 0.184, 0.256, 0.635, 0.413, 0.331, 0.235, 0.456, 1.0, 0.283, 0.185]",0.336,0.251,0.184,0.256,0.635,0.413,0.331,0.235,0.456,1.0,0.283,0.185
565,0.17964,-2.499,"[0.196, 0.328, 0.339, 0.217, 0.598, 0.355, 0.258, 0.286, 0.487, 1.0, 0.402, 0.198]",0.196,0.328,0.339,0.217,0.598,0.355,0.258,0.286,0.487,1.0,0.402,0.198
566,0.38907,-1.392,"[0.537, 0.392, 0.515, 0.478, 0.534, 0.979, 0.617, 0.649, 0.49, 1.0, 0.652, 0.616]",0.537,0.392,0.515,0.478,0.534,0.979,0.617,0.649,0.49,1.0,0.652,0.616
567,0.20912,-1.835,"[0.394, 0.186, 0.278, 0.245, 0.219, 0.317, 0.459, 0.191, 0.35, 0.33, 0.387, 1.0]",0.394,0.186,0.278,0.245,0.219,0.317,0.459,0.191,0.35,0.33,0.387,1.0
568,0.58045,-0.114,"[0.845, 0.481, 0.31, 0.333, 0.344, 0.585, 0.68, 1.0, 0.738, 0.596, 0.754, 0.883]",0.845,0.481,0.31,0.333,0.344,0.585,0.68,1.0,0.738,0.596,0.754,0.883
569,0.38957,-2.869,"[1.0, 0.741, 0.409, 0.223, 0.326, 0.4, 0.537, 0.699, 0.615, 0.506, 0.536, 0.622]",1.0,0.741,0.409,0.223,0.326,0.4,0.537,0.699,0.615,0.506,0.536,0.622
570,0.1673,-2.89,"[1.0, 0.299, 0.191, 0.234, 0.289, 0.246, 0.242, 0.302, 0.503, 0.398, 0.498, 0.502]",1.0,0.299,0.191,0.234,0.289,0.246,0.242,0.302,0.503,0.398,0.498,0.502
571,0.56503,-0.88,"[0.689, 0.4, 0.388, 0.388, 0.456, 0.399, 0.453, 0.578, 1.0, 0.777, 0.493, 0.482]",0.689,0.4,0.388,0.388,0.456,0.399,0.453,0.578,1.0,0.777,0.493,0.482
572,0.41646,-3.627,"[0.626, 0.184, 0.15, 0.099, 0.19, 1.0, 0.357, 0.305, 0.32, 0.213, 0.192, 0.389]",0.626,0.184,0.15,0.099,0.19,1.0,0.357,0.305,0.32,0.213,0.192,0.389
573,0.18621,-4.951,"[0.251, 0.306, 0.216, 0.328, 0.559, 1.0, 0.763, 0.55, 0.708, 0.451, 0.326, 0.332]",0.251,0.306,0.216,0.328,0.559,1.0,0.763,0.55,0.708,0.451,0.326,0.332
574,0.341,-5.438,"[0.39, 0.466, 0.68, 0.399, 0.366, 0.444, 0.491, 1.0, 0.548, 0.405, 0.36, 0.437]",0.39,0.466,0.68,0.399,0.366,0.444,0.491,1.0,0.548,0.405,0.36,0.437
575,0.41356,-2.15,"[0.592, 0.405, 0.166, 0.142, 0.446, 0.244, 0.211, 0.356, 0.744, 1.0, 0.237, 0.308]",0.592,0.405,0.166,0.142,0.446,0.244,0.211,0.356,0.744,1.0,0.237,0.308
576,0.62671,-4.06,"[0.445, 0.408, 1.0, 0.373, 0.363, 0.282, 0.26, 0.248, 0.458, 0.49, 0.286, 0.408]",0.445,0.408,1.0,0.373,0.363,0.282,0.26,0.248,0.458,0.49,0.286,0.408
577,0.35528,-1.865,"[0.092, 0.168, 1.0, 0.109, 0.175, 0.1, 0.056, 0.056, 0.102, 0.182, 0.051, 0.08]",0.092,0.168,1.0,0.109,0.175,0.1,0.056,0.056,0.102,0.182,0.051,0.08
578,0.07179,-8.602,"[0.904, 1.0, 0.686, 0.669, 0.634, 0.632, 0.922, 0.899, 0.9, 0.905, 0.979, 0.569]",0.904,1.0,0.686,0.669,0.634,0.632,0.922,0.899,0.9,0.905,0.979,0.569
579,0.31601,-4.943,"[0.749, 0.861, 1.0, 0.724, 0.585, 0.556, 0.431, 0.375, 0.431, 0.592, 0.365, 0.773]",0.749,0.861,1.0,0.724,0.585,0.556,0.431,0.375,0.431,0.592,0.365,0.773
580,0.39274,-5.24,"[0.475, 0.516, 0.598, 0.685, 0.828, 0.56, 0.543, 0.722, 0.961, 1.0, 0.775, 0.518]",0.475,0.516,0.598,0.685,0.828,0.56,0.543,0.722,0.961,1.0,0.775,0.518
581,0.3098,-5.851,"[0.372, 0.296, 0.489, 0.164, 0.133, 0.271, 0.259, 1.0, 0.226, 0.118, 0.094, 0.253]",0.372,0.296,0.489,0.164,0.133,0.271,0.259,1.0,0.226,0.118,0.094,0.253
582,0.83551,-5.346,"[0.228, 0.238, 0.352, 0.277, 0.377, 0.36, 0.344, 1.0, 0.618, 0.581, 0.343, 0.26]",0.228,0.238,0.352,0.277,0.377,0.36,0.344,1.0,0.618,0.581,0.343,0.26
583,0.37737,-4.646,"[0.234, 0.122, 0.357, 0.237, 0.276, 0.197, 0.307, 1.0, 0.273, 0.245, 0.109, 0.116]",0.234,0.122,0.357,0.237,0.276,0.197,0.307,1.0,0.273,0.245,0.109,0.116
584,0.22649,-6.754,"[0.927, 1.0, 0.742, 0.422, 0.357, 0.266, 0.381, 0.274, 0.435, 0.394, 0.236, 0.518]",0.927,1.0,0.742,0.422,0.357,0.266,0.381,0.274,0.435,0.394,0.236,0.518
585,0.16875,-4.813,"[0.478, 0.351, 0.116, 0.073, 0.368, 0.28, 0.734, 0.799, 0.874, 1.0, 0.388, 0.071]",0.478,0.351,0.116,0.073,0.368,0.28,0.734,0.799,0.874,1.0,0.388,0.071
586,0.21506,-2.698,"[0.98, 1.0, 0.547, 0.306, 0.298, 0.244, 0.22, 0.394, 0.634, 0.419, 0.223, 0.414]",0.98,1.0,0.547,0.306,0.298,0.244,0.22,0.394,0.634,0.419,0.223,0.414
587,0.2205,-5.462,"[1.0, 0.28, 0.235, 0.13, 0.097, 0.095, 0.08, 0.286, 0.169, 0.08, 0.052, 0.25]",1.0,0.28,0.235,0.13,0.097,0.095,0.08,0.286,0.169,0.08,0.052,0.25
588,0.08639,-6.454,"[0.935, 0.705, 0.557, 0.554, 0.613, 0.566, 0.779, 0.799, 0.972, 1.0, 0.718, 0.534]",0.935,0.705,0.557,0.554,0.613,0.566,0.779,0.799,0.972,1.0,0.718,0.534
589,0.09188,-7.489,"[1.0, 0.779, 0.398, 0.378, 0.642, 0.349, 0.291, 0.37, 0.263, 0.405, 0.432, 0.205]",1.0,0.779,0.398,0.378,0.642,0.349,0.291,0.37,0.263,0.405,0.432,0.205
590,0.19261,-5.746,"[1.0, 0.552, 0.283, 0.292, 0.467, 0.145, 0.182, 0.281, 0.114, 0.243, 0.129, 0.514]",1.0,0.552,0.283,0.292,0.467,0.145,0.182,0.281,0.114,0.243,0.129,0.514
591,0.35474,-3.999,"[1.0, 0.218, 0.155, 0.345, 0.6, 0.213, 0.237, 0.257, 0.226, 0.202, 0.096, 0.392]",1.0,0.218,0.155,0.345,0.6,0.213,0.237,0.257,0.226,0.202,0.096,0.392
592,0.40553,-4.645,"[0.76, 0.275, 0.166, 0.231, 0.265, 1.0, 0.472, 0.402, 0.388, 0.213, 0.186, 0.316]",0.76,0.275,0.166,0.231,0.265,1.0,0.472,0.402,0.388,0.213,0.186,0.316
593,0.19728,-6.346,"[0.344, 0.266, 0.271, 0.374, 0.53, 0.762, 0.483, 0.655, 1.0, 0.395, 0.269, 0.274]",0.344,0.266,0.271,0.374,0.53,0.762,0.483,0.655,1.0,0.395,0.269,0.274
594,0.33016,-4.868,"[0.475, 0.355, 0.54, 0.252, 0.166, 0.202, 0.218, 1.0, 0.404, 0.143, 0.111, 0.411]",0.475,0.355,0.54,0.252,0.166,0.202,0.218,1.0,0.404,0.143,0.111,0.411
595,0.26766,-4.674,"[1.0, 0.93, 0.526, 0.207, 0.595, 0.488, 0.42, 0.527, 0.539, 0.734, 0.564, 0.701]",1.0,0.93,0.526,0.207,0.595,0.488,0.42,0.527,0.539,0.734,0.564,0.701
596,0.16966,-4.787,"[0.417, 0.382, 0.618, 0.292, 0.34, 0.473, 0.414, 0.379, 0.505, 0.42, 0.433, 1.0]",0.417,0.382,0.618,0.292,0.34,0.473,0.414,0.379,0.505,0.42,0.433,1.0
597,0.40508,-2.955,"[0.297, 0.232, 1.0, 0.179, 0.184, 0.208, 0.19, 0.252, 0.373, 0.418, 0.173, 0.247]",0.297,0.232,1.0,0.179,0.184,0.208,0.19,0.252,0.373,0.418,0.173,0.247
598,0.13406,-2.512,"[0.535, 0.526, 0.727, 0.252, 0.525, 0.59, 0.988, 0.937, 0.845, 1.0, 0.558, 0.106]",0.535,0.526,0.727,0.252,0.525,0.59,0.988,0.937,0.845,1.0,0.558,0.106
599,0.26698,-0.963,"[0.164, 0.4, 1.0, 0.275, 0.199, 0.224, 0.238, 0.159, 0.34, 0.354, 0.174, 0.101]",0.164,0.4,1.0,0.275,0.199,0.224,0.238,0.159,0.34,0.354,0.174,0.101
600,0.30812,-2.802,"[0.366, 0.24, 0.876, 0.411, 0.548, 0.569, 0.324, 0.111, 0.323, 1.0, 0.4, 0.51]",0.366,0.24,0.876,0.411,0.548,0.569,0.324,0.111,0.323,1.0,0.4,0.51
601,0.06866,-6.276,"[0.577, 1.0, 0.737, 0.747, 0.477, 0.418, 0.137, 0.106, 0.139, 0.173, 0.452, 0.43]",0.577,1.0,0.737,0.747,0.477,0.418,0.137,0.106,0.139,0.173,0.452,0.43
602,0.18612,-5.814,"[0.693, 0.344, 0.95, 0.293, 0.443, 0.344, 0.177, 0.158, 0.697, 1.0, 0.298, 0.492]",0.693,0.344,0.95,0.293,0.443,0.344,0.177,0.158,0.697,1.0,0.298,0.492
603,0.34884,-2.81,"[0.302, 0.297, 1.0, 0.48, 0.359, 0.244, 0.244, 0.29, 0.291, 0.224, 0.135, 0.276]",0.302,0.297,1.0,0.48,0.359,0.244,0.244,0.29,0.291,0.224,0.135,0.276
604,0.11556,-7.228,"[0.921, 1.0, 0.534, 0.474, 0.429, 0.349, 0.349, 0.338, 0.616, 0.547, 0.798, 0.299]",0.921,1.0,0.534,0.474,0.429,0.349,0.349,0.338,0.616,0.547,0.798,0.299
605,0.20449,-5.871,"[0.653, 0.558, 0.775, 0.553, 0.206, 0.577, 0.841, 1.0, 0.507, 0.448, 0.215, 0.522]",0.653,0.558,0.775,0.553,0.206,0.577,0.841,1.0,0.507,0.448,0.215,0.522
606,0.11469,-7.863,"[0.266, 0.611, 0.828, 0.307, 0.501, 0.545, 0.948, 1.0, 0.913, 0.927, 0.565, 0.082]",0.266,0.611,0.828,0.307,0.501,0.545,0.948,1.0,0.913,0.927,0.565,0.082
607,0.58059,-4.392,"[0.204, 0.236, 0.344, 0.197, 0.243, 0.238, 0.237, 1.0, 0.562, 0.387, 0.3, 0.29]",0.204,0.236,0.344,0.197,0.243,0.238,0.237,1.0,0.562,0.387,0.3,0.29
608,0.16304,-6.404,"[0.741, 0.739, 0.249, 0.117, 0.319, 0.307, 0.854, 0.921, 1.0, 0.922, 0.306, 0.052]",0.741,0.739,0.249,0.117,0.319,0.307,0.854,0.921,1.0,0.922,0.306,0.052
609,0.18549,-4.191,"[0.461, 0.467, 0.462, 0.364, 0.194, 0.54, 0.499, 0.728, 1.0, 0.567, 0.709, 0.364]",0.461,0.467,0.462,0.364,0.194,0.54,0.499,0.728,1.0,0.567,0.709,0.364
610,0.20336,-3.7,"[1.0, 0.628, 0.335, 0.225, 0.157, 0.16, 0.291, 0.597, 0.622, 0.394, 0.185, 0.582]",1.0,0.628,0.335,0.225,0.157,0.16,0.291,0.597,0.622,0.394,0.185,0.582
611,0.19592,-2.894,"[0.888, 1.0, 0.94, 0.276, 0.263, 0.157, 0.329, 0.385, 0.243, 0.3, 0.164, 0.844]",0.888,1.0,0.94,0.276,0.263,0.157,0.329,0.385,0.243,0.3,0.164,0.844
612,0.21578,-3.013,"[0.185, 0.52, 1.0, 0.213, 0.085, 0.067, 0.092, 0.053, 0.035, 0.156, 0.045, 0.115]",0.185,0.52,1.0,0.213,0.085,0.067,0.092,0.053,0.035,0.156,0.045,0.115
613,0.16948,-2.091,"[0.137, 1.0, 0.863, 0.252, 0.083, 0.131, 0.146, 0.15, 0.196, 0.354, 0.143, 0.087]",0.137,1.0,0.863,0.252,0.083,0.131,0.146,0.15,0.196,0.354,0.143,0.087
614,0.09769,-5.499,"[0.814, 1.0, 0.52, 0.715, 0.636, 0.584, 0.793, 0.367, 0.403, 0.514, 0.644, 0.16]",0.814,1.0,0.52,0.715,0.636,0.584,0.793,0.367,0.403,0.514,0.644,0.16
615,0.49333,-3.229,"[0.188, 0.255, 1.0, 0.422, 0.417, 0.321, 0.551, 0.248, 0.434, 0.467, 0.284, 0.289]",0.188,0.255,1.0,0.422,0.417,0.321,0.551,0.248,0.434,0.467,0.284,0.289
616,0.34222,-3.629,"[0.117, 0.455, 1.0, 0.293, 0.442, 0.399, 0.332, 0.181, 0.296, 0.633, 0.159, 0.118]",0.117,0.455,1.0,0.293,0.442,0.399,0.332,0.181,0.296,0.633,0.159,0.118
617,0.42417,-1.866,"[0.247, 0.329, 0.423, 0.12, 0.087, 0.198, 0.37, 1.0, 0.442, 0.147, 0.136, 0.287]",0.247,0.329,0.423,0.12,0.087,0.198,0.37,1.0,0.442,0.147,0.136,0.287
618,0.19166,-4.77,"[0.417, 0.296, 0.578, 0.415, 0.451, 0.757, 0.578, 0.816, 1.0, 0.591, 0.43, 0.397]",0.417,0.296,0.578,0.415,0.451,0.757,0.578,0.816,1.0,0.591,0.43,0.397
619,0.32136,-3.393,"[0.543, 0.27, 0.136, 0.14, 0.217, 1.0, 0.197, 0.143, 0.149, 0.212, 0.084, 0.363]",0.543,0.27,0.136,0.14,0.217,1.0,0.197,0.143,0.149,0.212,0.084,0.363
620,0.21846,-3.333,"[1.0, 0.78, 0.398, 0.404, 0.525, 0.543, 0.353, 0.306, 0.338, 0.365, 0.294, 0.594]",1.0,0.78,0.398,0.404,0.525,0.543,0.353,0.306,0.338,0.365,0.294,0.594
621,0.23125,-2.416,"[0.641, 0.659, 1.0, 0.653, 0.424, 0.445, 0.498, 0.71, 0.759, 0.384, 0.493, 0.556]",0.641,0.659,1.0,0.653,0.424,0.445,0.498,0.71,0.759,0.384,0.493,0.556
622,0.18626,-2.828,"[1.0, 0.806, 0.924, 0.399, 0.324, 0.39, 0.304, 0.983, 0.394, 0.188, 0.341, 0.865]",1.0,0.806,0.924,0.399,0.324,0.39,0.304,0.983,0.394,0.188,0.341,0.865
623,0.3781,-3.859,"[0.288, 0.525, 0.602, 0.426, 0.511, 0.607, 0.565, 1.0, 0.856, 0.521, 0.724, 0.386]",0.288,0.525,0.602,0.426,0.511,0.607,0.565,1.0,0.856,0.521,0.724,0.386
624,0.22603,-2.427,"[0.111, 0.237, 0.387, 0.213, 0.233, 0.29, 0.603, 1.0, 0.657, 0.35, 0.62, 0.234]",0.111,0.237,0.387,0.213,0.233,0.29,0.603,1.0,0.657,0.35,0.62,0.234
625,0.26667,-2.222,"[0.524, 0.252, 0.539, 0.376, 0.335, 0.28, 0.6, 1.0, 0.272, 0.331, 0.349, 0.387]",0.524,0.252,0.539,0.376,0.335,0.28,0.6,1.0,0.272,0.331,0.349,0.387
626,0.08154,-6.901,"[0.36, 0.558, 0.543, 0.52, 0.837, 1.0, 0.837, 0.741, 0.461, 0.52, 0.138, 0.098]",0.36,0.558,0.543,0.52,0.837,1.0,0.837,0.741,0.461,0.52,0.138,0.098
627,0.21478,-4.782,"[1.0, 0.469, 0.36, 0.469, 0.398, 0.381, 0.208, 0.195, 0.119, 0.256, 0.814, 0.968]",1.0,0.469,0.36,0.469,0.398,0.381,0.208,0.195,0.119,0.256,0.814,0.968
628,0.37184,-3.132,"[0.652, 0.448, 0.48, 0.402, 0.768, 0.587, 0.887, 1.0, 0.747, 0.583, 0.613, 0.544]",0.652,0.448,0.48,0.402,0.768,0.587,0.887,1.0,0.747,0.583,0.613,0.544
629,0.25574,-1.597,"[0.297, 0.772, 0.826, 0.304, 0.168, 0.224, 0.345, 1.0, 0.289, 0.141, 0.25, 0.324]",0.297,0.772,0.826,0.304,0.168,0.224,0.345,1.0,0.289,0.141,0.25,0.324
630,0.13283,-10.449,"[0.136, 1.0, 0.882, 0.103, 0.058, 0.088, 0.148, 0.222, 0.191, 0.048, 0.065, 0.093]",0.136,1.0,0.882,0.103,0.058,0.088,0.148,0.222,0.191,0.048,0.065,0.093
631,0.19732,-6.326,"[0.386, 0.603, 0.555, 0.511, 0.438, 0.958, 0.745, 0.539, 1.0, 0.62, 0.228, 0.452]",0.386,0.603,0.555,0.511,0.438,0.958,0.745,0.539,1.0,0.62,0.228,0.452
632,0.25633,-3.189,"[0.251, 0.342, 0.292, 0.253, 0.294, 1.0, 0.196, 0.222, 0.192, 0.251, 0.111, 0.13]",0.251,0.342,0.292,0.253,0.294,1.0,0.196,0.222,0.192,0.251,0.111,0.13
633,0.09782,-7.706,"[0.288, 0.695, 0.611, 0.398, 0.268, 0.497, 0.302, 0.229, 0.618, 1.0, 0.687, 0.154]",0.288,0.695,0.611,0.398,0.268,0.497,0.302,0.229,0.618,1.0,0.687,0.154
634,0.40068,-2.349,"[1.0, 0.372, 0.204, 0.152, 0.207, 0.24, 0.19, 0.383, 0.545, 0.378, 0.221, 0.384]",1.0,0.372,0.204,0.152,0.207,0.24,0.19,0.383,0.545,0.378,0.221,0.384
635,0.21469,-3.502,"[0.552, 0.824, 1.0, 0.344, 0.209, 0.291, 0.376, 0.943, 0.477, 0.194, 0.179, 0.374]",0.552,0.824,1.0,0.344,0.209,0.291,0.376,0.943,0.477,0.194,0.179,0.374
636,0.18952,-4.487,"[0.112, 0.214, 0.598, 0.169, 0.124, 0.213, 0.484, 1.0, 0.345, 0.294, 0.249, 0.169]",0.112,0.214,0.598,0.169,0.124,0.213,0.484,1.0,0.345,0.294,0.249,0.169
637,0.13583,-4.338,"[0.53, 0.707, 0.499, 0.217, 0.528, 0.559, 0.91, 1.0, 0.679, 0.759, 0.419, 0.087]",0.53,0.707,0.499,0.217,0.528,0.559,0.91,1.0,0.679,0.759,0.419,0.087
638,0.24943,-1.248,"[0.104, 0.153, 0.412, 0.211, 0.187, 0.233, 0.529, 1.0, 0.55, 0.212, 0.286, 0.131]",0.104,0.153,0.412,0.211,0.187,0.233,0.529,1.0,0.55,0.212,0.286,0.131
639,0.33052,-2.898,"[0.764, 0.57, 0.907, 0.359, 0.449, 0.518, 0.422, 1.0, 0.289, 0.428, 0.383, 0.756]",0.764,0.57,0.907,0.359,0.449,0.518,0.422,1.0,0.289,0.428,0.383,0.756
640,0.19324,-5.694,"[1.0, 0.71, 0.601, 0.617, 0.743, 0.756, 0.559, 0.685, 0.216, 0.312, 0.317, 0.868]",1.0,0.71,0.601,0.617,0.743,0.756,0.559,0.685,0.216,0.312,0.317,0.868
641,0.25392,-2.715,"[0.106, 0.243, 0.379, 0.193, 0.21, 0.261, 0.499, 1.0, 0.752, 0.32, 0.156, 0.104]",0.106,0.243,0.379,0.193,0.21,0.261,0.499,1.0,0.752,0.32,0.156,0.104
642,0.121,-6.408,"[0.289, 0.505, 1.0, 0.688, 0.324, 0.313, 0.581, 0.842, 0.469, 0.339, 0.193, 0.258]",0.289,0.505,1.0,0.688,0.324,0.313,0.581,0.842,0.469,0.339,0.193,0.258
643,0.42535,-3.908,"[1.0, 0.169, 0.256, 0.238, 0.383, 0.532, 0.383, 0.597, 0.376, 0.419, 0.362, 0.738]",1.0,0.169,0.256,0.238,0.383,0.532,0.383,0.597,0.376,0.419,0.362,0.738
644,0.39397,-1.669,"[1.0, 0.666, 0.211, 0.177, 0.371, 0.16, 0.165, 0.351, 0.242, 0.175, 0.184, 0.434]",1.0,0.666,0.211,0.177,0.371,0.16,0.165,0.351,0.242,0.175,0.184,0.434
645,0.22653,-2.977,"[1.0, 0.308, 0.237, 0.106, 0.164, 0.18, 0.164, 0.181, 0.155, 0.165, 0.111, 0.364]",1.0,0.308,0.237,0.106,0.164,0.18,0.164,0.181,0.155,0.165,0.111,0.364
646,0.18576,-1.968,"[0.925, 0.175, 0.115, 0.087, 0.38, 0.374, 0.878, 1.0, 0.937, 0.904, 0.403, 0.16]",0.925,0.175,0.115,0.087,0.38,0.374,0.878,1.0,0.937,0.904,0.403,0.16
647,0.22639,-2.361,"[0.794, 0.576, 0.652, 0.668, 1.0, 0.459, 0.375, 0.763, 0.808, 0.525, 0.579, 0.853]",0.794,0.576,0.652,0.668,1.0,0.459,0.375,0.763,0.808,0.525,0.579,0.853
648,2.22934,-0.546,"[0.237, 0.064, 0.071, 0.149, 0.052, 0.293, 0.07, 0.092, 0.139, 0.079, 1.0, 0.055]",0.237,0.064,0.071,0.149,0.052,0.293,0.07,0.092,0.139,0.079,1.0,0.055
649,0.16195,-2.912,"[1.0, 0.1, 0.13, 0.329, 0.163, 0.818, 0.15, 0.213, 0.691, 0.621, 0.927, 0.364]",1.0,0.1,0.13,0.329,0.163,0.818,0.15,0.213,0.691,0.621,0.927,0.364
650,0.72585,-2.933,"[0.266, 0.053, 0.06, 0.245, 0.083, 0.337, 0.104, 0.146, 0.216, 0.266, 1.0, 0.115]",0.266,0.053,0.06,0.245,0.083,0.337,0.104,0.146,0.216,0.266,1.0,0.115
651,0.0873,-1.691,"[0.74, 1.0, 0.84, 0.841, 0.497, 0.519, 0.477, 0.465, 0.531, 0.529, 0.672, 0.582]",0.74,1.0,0.84,0.841,0.497,0.519,0.477,0.465,0.531,0.529,0.672,0.582
652,1.3566,-2.304,"[0.466, 0.05, 0.051, 0.055, 0.094, 1.0, 0.059, 0.063, 0.055, 0.102, 0.057, 0.061]",0.466,0.05,0.051,0.055,0.094,1.0,0.059,0.063,0.055,0.102,0.057,0.061
653,0.46526,-10.373,"[0.347, 0.025, 0.022, 0.036, 0.098, 1.0, 0.082, 0.023, 0.025, 0.059, 0.019, 0.044]",0.347,0.025,0.022,0.036,0.098,1.0,0.082,0.023,0.025,0.059,0.019,0.044
654,0.18658,-10.583,"[0.592, 0.15, 0.036, 0.06, 0.394, 1.0, 0.267, 0.068, 0.034, 0.441, 0.188, 0.189]",0.592,0.15,0.036,0.06,0.394,1.0,0.267,0.068,0.034,0.441,0.188,0.189
655,0.08141,-8.58,"[0.647, 0.723, 0.402, 0.43, 0.93, 1.0, 0.408, 0.459, 0.102, 0.291, 0.355, 0.064]",0.647,0.723,0.402,0.43,0.93,1.0,0.408,0.459,0.102,0.291,0.355,0.064
656,0.27215,-9.622,"[0.648, 0.092, 0.029, 0.037, 0.286, 1.0, 0.196, 0.499, 0.113, 0.226, 0.047, 0.105]",0.648,0.092,0.029,0.037,0.286,1.0,0.196,0.499,0.113,0.226,0.047,0.105
657,0.27302,-7.491,"[0.383, 0.065, 0.081, 0.088, 0.223, 1.0, 0.153, 0.069, 0.07, 0.113, 0.052, 0.11]",0.383,0.065,0.081,0.088,0.223,1.0,0.153,0.069,0.07,0.113,0.052,0.11
658,0.26141,-9.956,"[0.433, 0.436, 1.0, 0.472, 0.545, 0.276, 0.196, 0.122, 0.211, 0.984, 0.362, 0.177]",0.433,0.436,1.0,0.472,0.545,0.276,0.196,0.122,0.211,0.984,0.362,0.177
659,0.56299,-7.923,"[0.219, 0.149, 0.103, 0.15, 0.847, 0.164, 0.192, 0.108, 0.169, 0.418, 0.316, 1.0]",0.219,0.149,0.103,0.15,0.847,0.164,0.192,0.108,0.169,0.418,0.316,1.0
660,0.91732,-8.302,"[0.314, 0.079, 0.064, 0.118, 0.677, 0.157, 0.12, 0.095, 0.111, 0.436, 0.464, 1.0]",0.314,0.079,0.064,0.118,0.677,0.157,0.12,0.095,0.111,0.436,0.464,1.0
661,0.22649,-10.47,"[0.804, 0.07, 0.061, 0.062, 0.313, 0.103, 0.13, 1.0, 0.144, 0.413, 0.132, 0.151]",0.804,0.07,0.061,0.062,0.313,0.103,0.13,1.0,0.144,0.413,0.132,0.151
662,0.27887,-9.58,"[0.429, 0.119, 0.114, 0.284, 0.868, 0.18, 0.207, 0.184, 0.327, 1.0, 0.162, 0.197]",0.429,0.119,0.114,0.284,0.868,0.18,0.207,0.184,0.327,1.0,0.162,0.197
663,0.23234,-12.85,"[0.196, 0.061, 0.086, 0.1, 0.315, 1.0, 0.182, 0.117, 0.096, 0.703, 0.074, 0.063]",0.196,0.061,0.086,0.1,0.315,1.0,0.182,0.117,0.096,0.703,0.074,0.063
664,0.13351,-11.201,"[0.225, 0.927, 1.0, 0.344, 0.136, 0.414, 0.244, 0.638, 0.586, 0.217, 0.124, 0.257]",0.225,0.927,1.0,0.344,0.136,0.414,0.244,0.638,0.586,0.217,0.124,0.257
665,0.11592,-11.367,"[0.241, 0.837, 1.0, 0.265, 0.295, 0.2, 0.187, 0.135, 0.295, 0.563, 0.155, 0.083]",0.241,0.837,1.0,0.265,0.295,0.2,0.187,0.135,0.295,0.563,0.155,0.083
666,0.1742,-11.32,"[0.212, 0.576, 1.0, 0.083, 0.135, 0.401, 0.295, 0.622, 0.147, 0.176, 0.21, 0.245]",0.212,0.576,1.0,0.083,0.135,0.401,0.295,0.622,0.147,0.176,0.21,0.245
667,0.34254,-12.502,"[0.223, 0.144, 0.56, 0.067, 0.148, 1.0, 0.208, 0.082, 0.106, 0.36, 0.052, 0.059]",0.223,0.144,0.56,0.067,0.148,1.0,0.208,0.082,0.106,0.36,0.052,0.059
668,0.15615,-13.657,"[0.266, 0.365, 0.927, 0.168, 0.473, 1.0, 0.215, 0.125, 0.334, 0.447, 0.067, 0.099]",0.266,0.365,0.927,0.168,0.473,1.0,0.215,0.125,0.334,0.447,0.067,0.099
669,0.15751,-14.692,"[0.327, 0.273, 0.483, 0.1, 0.148, 1.0, 0.145, 0.067, 0.076, 0.299, 0.048, 0.049]",0.327,0.273,0.483,0.1,0.148,1.0,0.145,0.067,0.076,0.299,0.048,0.049
670,0.57478,-13.297,"[0.186, 0.212, 1.0, 0.237, 0.337, 0.93, 0.236, 0.094, 0.105, 0.783, 0.111, 0.09]",0.186,0.212,1.0,0.237,0.337,0.93,0.236,0.094,0.105,0.783,0.111,0.09
671,0.30141,-17.651,"[0.123, 0.146, 1.0, 0.228, 0.105, 0.491, 0.132, 0.062, 0.059, 0.227, 0.06, 0.049]",0.123,0.146,1.0,0.228,0.105,0.491,0.132,0.062,0.059,0.227,0.06,0.049
672,0.2146,-12.082,"[0.176, 0.282, 0.674, 0.18, 0.344, 0.28, 0.843, 1.0, 0.162, 0.818, 0.303, 0.223]",0.176,0.282,0.674,0.18,0.344,0.28,0.843,1.0,0.162,0.818,0.303,0.223
